,0,1,2
245,3.520940795380526e-05,1.7250897046646426e-05,2.0194268866495687e-05
246,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
247,1.760470397690263e-05,3.450179409329285e-05,4.0388537732991375e-05
248,5.2814111930707886e-05,1.7250897046646426e-05,2.0194268866495687e-05
249,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
250,1.760470397690263e-05,1.7250897046646426e-05,4.0388537732991375e-05
251,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
252,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
253,5.2814111930707886e-05,1.7250897046646426e-05,2.0194268866495687e-05
254,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
255,3.520940795380526e-05,1.7250897046646426e-05,2.0194268866495687e-05
256,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
257,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
258,3.520940795380526e-05,1.7250897046646426e-05,4.0388537732991375e-05
259,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
260,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
261,1.760470397690263e-05,5.1752691139939274e-05,4.0388537732991375e-05
262,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
263,1.760470397690263e-05,5.1752691139939274e-05,2.0194268866495687e-05
264,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
265,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
266,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
267,5.2814111930707886e-05,1.7250897046646426e-05,2.0194268866495687e-05
268,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
269,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
270,1.760470397690263e-05,5.1752691139939274e-05,2.0194268866495687e-05
271,1.760470397690263e-05,1.7250897046646426e-05,4.0388537732991375e-05
272,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
273,1.760470397690263e-05,3.450179409329285e-05,4.0388537732991375e-05
274,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
275,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
276,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
277,3.520940795380526e-05,1.7250897046646426e-05,2.0194268866495687e-05
278,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
279,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
280,5.2814111930707886e-05,5.1752691139939274e-05,2.0194268866495687e-05
281,1.760470397690263e-05,1.7250897046646426e-05,4.0388537732991375e-05
282,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
283,3.520940795380526e-05,1.7250897046646426e-05,2.0194268866495687e-05
284,5.2814111930707886e-05,1.7250897046646426e-05,2.0194268866495687e-05
285,1.760470397690263e-05,1.7250897046646426e-05,8.077707546598275e-05
286,1.760470397690263e-05,3.450179409329285e-05,4.0388537732991375e-05
287,5.2814111930707886e-05,3.450179409329285e-05,2.0194268866495687e-05
288,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
289,1.760470397690263e-05,1.7250897046646426e-05,4.0388537732991375e-05
290,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
291,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
292,3.520940795380526e-05,1.7250897046646426e-05,2.0194268866495687e-05
293,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
294,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
295,3.520940795380526e-05,5.1752691139939274e-05,2.0194268866495687e-05
296,3.520940795380526e-05,5.1752691139939274e-05,2.0194268866495687e-05
297,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
298,1.760470397690263e-05,5.1752691139939274e-05,4.0388537732991375e-05
299,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
300,1.760470397690263e-05,5.1752691139939274e-05,2.0194268866495687e-05
301,3.520940795380526e-05,1.7250897046646426e-05,2.0194268866495687e-05
302,3.520940795380526e-05,1.7250897046646426e-05,2.0194268866495687e-05
303,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
304,1.760470397690263e-05,5.1752691139939274e-05,2.0194268866495687e-05
305,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
306,1.760470397690263e-05,1.7250897046646426e-05,6.058280659948707e-05
307,3.520940795380526e-05,1.7250897046646426e-05,2.0194268866495687e-05
308,1.760470397690263e-05,1.7250897046646426e-05,4.0388537732991375e-05
309,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
310,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
311,3.520940795380526e-05,1.7250897046646426e-05,2.0194268866495687e-05
312,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
313,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
314,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
315,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
316,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
317,3.520940795380526e-05,1.7250897046646426e-05,2.0194268866495687e-05
318,3.520940795380526e-05,1.7250897046646426e-05,2.0194268866495687e-05
319,3.520940795380526e-05,3.450179409329285e-05,2.0194268866495687e-05
320,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
321,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
322,1.760470397690263e-05,5.1752691139939274e-05,2.0194268866495687e-05
323,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
324,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
325,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
326,5.2814111930707886e-05,1.7250897046646426e-05,2.0194268866495687e-05
327,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
328,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
329,3.520940795380526e-05,1.7250897046646426e-05,2.0194268866495687e-05
330,3.520940795380526e-05,1.7250897046646426e-05,2.0194268866495687e-05
331,3.520940795380526e-05,1.7250897046646426e-05,2.0194268866495687e-05
332,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
333,5.2814111930707886e-05,1.7250897046646426e-05,2.0194268866495687e-05
334,1.760470397690263e-05,1.7250897046646426e-05,4.0388537732991375e-05
335,3.520940795380526e-05,1.7250897046646426e-05,2.0194268866495687e-05
336,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
337,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
338,1.760470397690263e-05,1.7250897046646426e-05,4.0388537732991375e-05
339,3.520940795380526e-05,3.450179409329285e-05,2.0194268866495687e-05
340,1.760470397690263e-05,5.1752691139939274e-05,2.0194268866495687e-05
341,1.760470397690263e-05,1.7250897046646426e-05,6.058280659948707e-05
342,3.520940795380526e-05,1.7250897046646426e-05,2.0194268866495687e-05
343,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
344,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
345,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
346,3.520940795380526e-05,3.450179409329285e-05,2.0194268866495687e-05
347,1.760470397690263e-05,3.450179409329285e-05,4.0388537732991375e-05
348,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
349,3.520940795380526e-05,1.7250897046646426e-05,2.0194268866495687e-05
350,1.760470397690263e-05,1.7250897046646426e-05,4.0388537732991375e-05
351,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
352,3.520940795380526e-05,1.7250897046646426e-05,2.0194268866495687e-05
353,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
354,1.760470397690263e-05,5.1752691139939274e-05,2.0194268866495687e-05
355,1.760470397690263e-05,1.7250897046646426e-05,4.0388537732991375e-05
356,1.760470397690263e-05,1.7250897046646426e-05,4.0388537732991375e-05
357,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
358,1.760470397690263e-05,1.7250897046646426e-05,4.0388537732991375e-05
359,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
360,1.760470397690263e-05,1.7250897046646426e-05,4.0388537732991375e-05
361,3.520940795380526e-05,1.7250897046646426e-05,2.0194268866495687e-05
362,3.520940795380526e-05,1.7250897046646426e-05,2.0194268866495687e-05
363,1.760470397690263e-05,1.7250897046646426e-05,4.0388537732991375e-05
364,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
365,1.760470397690263e-05,5.1752691139939274e-05,2.0194268866495687e-05
366,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
367,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
368,1.760470397690263e-05,1.7250897046646426e-05,4.0388537732991375e-05
369,1.760470397690263e-05,1.7250897046646426e-05,4.0388537732991375e-05
370,1.760470397690263e-05,1.7250897046646426e-05,4.0388537732991375e-05
371,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
372,1.760470397690263e-05,1.7250897046646426e-05,4.0388537732991375e-05
373,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
374,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
375,3.520940795380526e-05,1.7250897046646426e-05,2.0194268866495687e-05
376,3.520940795380526e-05,1.7250897046646426e-05,2.0194268866495687e-05
377,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
378,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
379,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
380,1.760470397690263e-05,1.7250897046646426e-05,4.0388537732991375e-05
381,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
382,1.760470397690263e-05,3.450179409329285e-05,2.0194268866495687e-05
